X	Y

17300,188923100795360	61995,155683338445670



17225,425448666654120	62235,643429289666530



16921,988145619427090	62263,426553794568460



17258,751620053571970	62649,904029865072520



17176,229671857392530	62721,746440445793270



17117,864789693005150	62785,099042820023900



17119,628079184374660	62815,359643395422610



17426,415632265205200	62724,754804245683770



17244,645304122601370	62942,591340409475380



16639,357658570384960	63100,791488304792440



16611,674013555853890	63094,774760705004160



16629,835895316977260	63080,794717164324540



16647,821448128965130	63016,030809642172240



16495,321725543122740	63424,274682617782680



16603,915539793819340	62824,738659948030540



16557,389515639391900	62808,281140336846880



16402,572698296993620	63008,952306583596510



16718,353027783818110	62455,780478947497620



16568,850897333304600	62698,741305505434860



16388,819040264297660	62698,210417776041140



16404,335987788363130	62655,389869735459800



16378,415632265207020	62570,801758185516520



16403,807000940953000	62434,898894924706840



16517,362844185263380	62141,499338610650740



16706,010001344217020	61945,606161928437360



16998,338580595805980	62396,144090679023060



17187,691053551308870	62261,479965453458140



17390,797184539507720	62501,432428211504880



16687,142803786544390	62046,474830513099730



16206,872383172552870	62040,104177760382300



16113,065382231599870	62007,543063690944110



16150,976106296084250	61982,237415256546230



16295,389515639391900	62477,015988123217540



16347,381737217070620	62504,794717164324540



16246,193738830133950	62608,494786972420120



16260,652712659377360	62590,267641596590700



16220,978699103523470	62586,728390067306460



16189,768475106251570	62671,847389346643460



16171,606593345128200	62719,622889528218360



16196,292646224324930	62747,936901762514020



16345,442118776563800	63216,878938465386460



16290,628634012689870	63410,117676500638480



16281,106870759283990	63542,835213385093080



16280,577883911873870	63525,846806044515690



16235,966659780180640	63475,766396905113650



16132,990553484096380	63371,362872254954710



15891,444711584003020	63588,137632959958860



15690,278199036312800	63605,656928029922710



15668,060751445034840	63589,907258724597340



16056,463789558581990	63377,379599854735720



15870,637895585821750	63323,759939186049450



15806,983144947318580	63339,332645914910240



15714,082607169824770	63284,651209787436530



15849,654750638503170	63270,494203670285060



15681,109093681181550	63210,862210865598170



15758,164844454107880	63206,084221301061920



15906,256343311522870	63186,972263042916900



16054,700500067210670	63197,590017630776860



16337,683645014529250	63509,566249009796600



15946,635672663924200	62701,218781575931640



15812,449342370569870	62515,589434328649080



15792,524171118073360	62508,864856423002500



15835,901092605807210	62506,564342928970290



15824,968697759306450	62507,095230658356740



15935,879606766558940	62396,674978408409520



15996,713094218868720	62107,880844546220030



15805,396184405084570	62007,012175961557660



15638,261159040859640	62169,813350844939120



15733,126133676634710	62043,289504136744660



15433,920725408701400	62213,346144655166420



15406,589738292446780	62338,100365598722420



15637,908501142585010	62415,609974090097240



15641,611409074464970	62393,312689455589860



15585,538803248857220	62374,023768620980260



15563,321355657579260	62391,543063690944110



15570,550842572201870	62460,381505935569300



15572,314132063573200	62438,615109030455640



15404,826448801075460	62392,604839149731560



15441,855528119871450	62605,663385748986910



15488,230041742936010	62613,449739113420940



15461,251712524956020	62597,169182078701850



15508,155212995432520	62653,266318817892170



15455,785515101704730	62753,599704209373160



