

12508,344311912096600	79319,857820717428700



12776,867305786749060	79200,476066023285960



12827,111988334754640	79204,720750634631260



12658,924524647749420	79562,263450477184960



12598,784740498505930	79614,188858302717560



12970,287721537017200	79515,395057893547340



12837,513519107849790	79467,819217874697640



13038,691008655003320	79452,255374299755200



13216,244682548005580	79718,714216857144500



13287,116129510453900	79664,063902486042940



13262,434531065819100	79788,502672422109760



13511,388543316514190	79855,887040627247190



13541,887947108811200	79859,601139662176140



13526,021205251547140	79886,661004059511470



13511,917434711755050	79900,102505328773980



13604,297131747385720	79932,645087349112140



13592,661521052057650	79963,419050781376420



13790,136770832514230	79924,509441844027600



13750,646213321100730	79969,183513458512600



13825,748791445486860	79947,147759771207350



13681,867869716235870	79998,365720161527860



13639,556558096863230	80236,703527168734580



13728,256477589182400	79774,707447435226640



13883,045359263387580	79711,639742504907190



14059,364953234156930	79978,026606398823780



14097,445133691593580	79832,541275264826260



14017,229938746531840	79881,001424577712900



14171,313631893746790	79974,312507363894840



14212,390863590888330	79973,781921787463940



14211,861972195645650	79955,283405276291880



14210,451595141666980	79993,944173691372270



13952,881485658737800	80097,762084810572560



14407,926844922123560	80248,730133567543820



14427,495826546084570	80249,968166579186800



14271,472864949648280	80098,823255963405240



14395,762342831554630	80275,259412388477360



14526,244682548005580	80180,815179785990040



14280,464018668764760	79901,517400199227270



14118,248195237783880	79860,131725238592480



14386,418594848943030	79742,413705937171470



13903,848420809577870	79671,138376838294790



13877,051256783975990	79458,091815640364080



13780,969319981650190	79476,485448956198520



13657,715162666843750	79585,006651599702310



13987,788317744718370	80056,022686132331730



13812,350209432685000	80024,364413406030510



12972,932178513226970	79764,344576429124570



12596,845472049284580	78985,556003041958320



12752,185707342116080	78986,617174194791000



12927,976409917644560	78865,820524630195000



12729,267080214955060	78690,799263075590720



13873,701611280775980	79087,356455050830840



13862,242297717195470	79228,597101573468540



14112,782984153614960	79116,184938036225500



13512,446326106997730	78735,899037071154460



13906,845472049284580	78813,541393087056350



14084,222848810539290	78848,311200608397480



13472,250580068593990	78484,119728794685220



13482,123219446446460	78535,586529707259620



13301,572494313739300	78341,641049260404540



13778,677457268935540	78695,220809545746300



14812,397389597395890	78452,992041644800340



14442,304785612865090	78447,332462163001760



14266,183950997226930	78466,964128490479200



14312,726393778535570	78457,767311832561980



14661,993473993492440	78251,264639410466770



14461,697470105076720	78264,175555103312940



14468,396761111476740	78293,711485523934240



14349,748791445486860	78303,438887758267810



14343,225797570834400	78201,638435749409840



14451,472236463729130	78151,232805989653570



14291,218143705355030	78125,587836462756970



14340,052449199380140	78046,353723717606040



14682,620238407935180	78130,009382932912560



14154,389107245999180	78260,638317927179740



14041,030051532428840	78169,095853729071680



14036,093731843502610	78075,889654138241900



13985,849049295498840	78048,122342305679920



13906,492877785789460	78085,793918231385760



13758,403287117986110	78134,961514979484490



13793,310119203968500	78197,570612996860290



13871,586045699807070	78165,558616552953020



13993,606123092382400	78324,485448956198520



14078,757637726370380	78542,484142200701170



13635,501724066672980	78239,238033011642980



13775,504108897481270	78126,295283897983610



13445,806010306485400	78329,614442861580760



12807,719303842543010	78185,013421021620160



12659,629713174737840	78059,264639410466770



12688,718739913058020	78025,732864900768620



12796,436287410710060	77907,235419500648280



12803,311875548857640	77633,597219395684080



12115,156783668657230	77575,232805989653570



12497,942781139001450	77466,711603346149780



12572,163873604649780	76989,505403755320000



12946,487608751120210	77460,167714570328820



12844,389107245999180	77604,768736410274870



13230,877344483038540	77716,119728794685220



13255,911537191166640	77720,364413406030510



13451,271221390654320	77773,953556624284830



13539,243490132599620	77791,109156928476300



13097,221656395135140	77900,868392583623060



13227,703996111584270	77983,993466222513240



13441,222284881054290	77925,098467240066380



13651,192168792189480	77810,740823255968280



14049,492313856304460	77919,615749617078110



14259,132065727329970	77967,899037071154460



14229,690444725516500	77963,654352459809160



13953,762971317473780	77594,864472317131000



13976,329004181139680	77548,703527168734580



13636,030615461915660	77828,603870995386380



13815,699854935885010	77384,470839001296560



13914,249951582674840	77360,594488062473830



13916,012922900148620	77332,296590653480960



13885,513519107849790	77280,122342305679920



13510,859651921271510	77294,625014727775120



13270,544199126199600	77360,771349921269580



14437,897357319179720	77236,509441844027600



14387,123783375933270	77212,102505328773980



14441,247002822379730	77342,023992887829080



14383,774137872731440	77423,734171656265970



12836,632033449113800	77455,923029958983540



14055,133822072220940	77147,371065005732820



13878,285336706207090	77012,674307258916080



13676,578955763812700	77171,070554085759800



12860,255849103263240	76815,899037071154460



14516,372043170151300	76783,179593192020550



14322,775330288137410	76834,115808528193160



14435,429197474715690	76741,440194513765160



14404,929793682418680	76664,754126455372900



14463,636738554298060	76495,215582523756900



14687,027666701620550	76372,296590653480960



13968,395633252506740	76496,453615535399880



14110,491121440900320	76406,961514979484490



14197,053013128865130	76766,377716605435120



13945,101949638466980	76463,026724221039330



13838,618482063046030	76491,147759771207350



13891,860215850756500	76473,992159467015880



13609,762342831554630	76596,308587097402780



13096,163873604649780	76570,486755711695880



12832,048308023680880	76322,775270187761640



12883,174476230424260	76145,985390045098030



12841,039461742799180	76135,550540375537820



13996,426877200341550	76014,825869474399950



14121,421543609238140	76206,118422039187860



14473,861972195645650	75940,543888775820960



14464,165629949540740	75798,595794817971180



14509,320157900256160	76077,788691209396340



14234,803061546192110	75925,052023864351220



14106,083693147214940	75828,839172673819120



14216,644456976211590	76238,837865918321770



13734,426877200341550	75972,202161502122180



13558,988768888308190	75829,723481967841510



13500,281824016428800	75850,593181306976480



13579,086641907510060	75854,130418483095120



13615,932742442713790	75884,373796338943060



13596,892652213995460	75875,000117822215540



13745,357299368679380	75869,163676481621220



13771,625571999040400	75934,779426098699330



13724,730534954234830	76020,662310815008820



13890,449838796777840	75937,714099034928950



13399,064808170043760	75754,203468257619540



13078,534160429911940	75902,236844078361180



13384,079551971515680	75692,550658197753360



13339,300080507680830	75660,008076177415200



13376,146181042882740	75566,094429151358780



13544,003512689780110	75665,844517518024080



13715,739381235118340	75711,474877090004160



13839,323670590036270	75681,938946669382860



13725,435723481225070	75700,509441844027600



13706,395633252506740	75721,909726759564360



13498,695149830700760	75568,393633315834450



14197,758201655855370	75815,928256980972940



13756,287721537017200	75864,918991870261380



13868,941588723595490	75543,528089887637180



14706,949242589074860	75586,433542914062860



13650,134386001705930	75431,397671404542050



13261,729342538830680	75254,961514979484490



13144,821881966929140	75217,289939053778660



13155,752304135266970	75192,175555103312940



13359,045359263387580	75175,727402234333560



13410,524121733624270	75152,984201111816220



12875,946293828779740	75228,609098017375800



12823,409748568059510	75234,799263075590720



12899,922703746424300	75191,821831385692350



13182,748227516001860	75310,849862362229030



12904,000000000000000	75026,174248347815590



12935,204592319287260	74935,162369726123870



13156,104898398762090	75005,304549008680620



13165,977537776614550	74935,692955302540220



12897,983435297202960	74873,791304720391060



12760,119078270749010	74898,375103094440420



12779,688059894708200	74880,512055355022310



12852,498775306377860	75004,950825291074580



13433,994102479411600	75088,429622647570800



13368,917998641240050	75035,901650582149160



13498,871446962448320	75022,637011171682390



13589,488172680605200	75045,452190957686980



13602,886754693407060	75118,496138644622990



13610,291234226797320	75035,017341288112220



13546,824266797737440	74935,339231584919620



13762,458121148174540	75115,135763327300080



14053,018256491252030	75055,356455050830840



14075,760586486665490	75056,063902486042940



14104,144424697993600	75188,107732350763400



14081,930986097822820	74971,772774498982470



14253,490557511413500	75107,176979681025840



14166,024717941325430	75173,428198069857900



14383,245246477490580	75278,661004059511470



14209,746406614678560	74947,719561701349450



14209,746406614678560	74985,496020822392900



14144,869062131640020	74974,353723717606040



14112,959281285362520	75043,683572369613100



14427,848420809577870	75082,593181306976480



14163,203963833368110	74859,465494157091600



14279,053641614786100	74848,323197052304750



14328,064244240558760	74690,103812084271340



14419,915049880946750	74640,936215336172610



14404,577199418923560	74602,910915692846180



14426,614340887346770	74609,631666327477440



14443,715162666843750	74709,735478411763320



13104,097244533282720	75105,231499234156220



12735,261182694366650	74762,086588618374660



12972,579584249733670	74627,671575925705840



13003,784176569020930	74820,379023360932480



13419,338978320993190	74751,474877090004160



13434,699291006400020	74753,950943113290120



13591,603738261574110	74862,472145756793900



13500,810715411669660	74741,040027420443950



13508,920383472050160	74825,508017266314710



13586,491121440900320	74711,680958858618400



13634,091347012694310	74623,250029455550250



