X	Y

18107,895624388464060	53356,683573849659300



18065,606271928845670	53369,944850341176790



17996,005046005720940	53377,547982196309020



17877,084021827431570	53418,923164849838940



17916,183893238190650	53514,027437951830500



17997,238485452460740	53326,271046429115820



17800,258364859124410	53344,836833517234480



17655,945949590677630	53004,687454449180220



17604,335478077278820	52420,907505574155950



17664,932436988343400	52441,064645841259340



18148,757552151706480	52466,349479685086410



18200,562008914741460	52328,255387153440100



18087,455770699649290	52351,418416758620880



18055,386345084436470	52330,377191392079110



18063,139393035366080	52307,060628364153670



18013,801815165810700	52275,410381804409560



18126,397216089546420	52299,811130548798240



18077,235843855240090	52713,139472252871200



18043,228156252298500	53320,082450733076260



18038,999221006335570	53145,233701662102250



18060,848719777139200	53678,267165829594880



18027,545854715186580	53700,369293315452520



17995,300223464728330	53718,227812324024860



17510,241668854629100	54239,768170198869480



17473,943307993453340	54236,431930418162660



17439,407003484764570	54211,854364653889200



17569,799173568590050	54187,453615909500520



17595,525196314858480	54249,316289272763240



17590,062821622159390	54276,899744375114100



17413,857186373745210	54197,001734983387000



17583,014596212222390	53879,108016823935030



17509,008229407889300	53570,962518355401700



17453,855865575136700	53067,103862469244630



17337,930337196070470	53102,974433909141220



17430,596721722344230	53177,060765241738410



17570,680201744831720	52818,876050145219780



17647,311873463502710	52732,235710400658720



17470,595400923735720	52427,980186369633880



17378,968470594561950	52471,123539222033280



17324,362503281940010	52602,828935440607900



17245,774789961149510	52959,245480338257040



17287,006908609277160	52924,058893380766680



17233,087984223264360	53334,227812324024860



17261,633297133506860	53328,923301727416400



17215,819831968921790	53311,595233778505640



17235,378657481494880	53304,522552983027710



17211,590896722958860	53288,255387153440100



17252,823015371086510	53267,944713463592050



17192,736893751378380	53267,237445384045720



17252,470604100588390	53540,549990934865490



17409,099634222038730	53595,540084119682440



17314,847398978527050	53645,756117767552500



17203,837848772029250	54021,622534852751420



17235,907274387238430	54041,426041080085270



17277,491804305864210	53894,491097554091540



17257,932978793291110	53883,705259340997140



17200,489941702307990	54139,713020540039000



17144,632755328562780	53772,157003389518650



17065,357999081163140	53806,105871207801100



17075,577925925572340	53673,493106292648010



17061,129063835203850	53581,217905508841800



17119,963966393785080	53532,239591000179640



17098,466878893475950	53510,137463514322010



17084,564413323241750	53271,834687901100550



17148,509279304027590	52996,200237494609610



17179,345265472496980	52964,019539875203920



17161,019879406663680	52964,019539875203920



17159,081617418931270	52940,679693250131100



17131,241127049681380	52927,418416758620880



17147,980662398280400	52450,435947895268330



16648,473245697809030	52175,862399608100530



16641,601225923121090	52087,300356241918060



16738,338119674499470	52906,200374372194340



16809,172785044363990	53032,978177631084690



16787,851903179303920	53038,989956307232200



16682,304727665505200	53182,011641798570060



16682,304727665505200	53162,208135571243480



16748,910457789406790	53207,119658622505080



16666,798631763645970	53099,614910531287020



16898,315056865671070	53137,807386826854780



16972,497629305253210	53312,302501858051980



16935,670651538333910	53306,467540201789240



16917,697676742995100	53290,200374372194340



16722,479612502142120	53367,469412062753690



16687,414691087709800	53378,785701335516940



16792,080838425266850	53317,960646494429960



16628,385803279492390	53330,337837886516360



16706,444899694539340	53457,469275185176230



16636,138851230422010	53441,909377435127680



16623,099634222038730	53441,378926375466110



16748,205635248410540	53713,100118747308440



16949,943307993453340	53700,546110335337290



16550,696897749330670	54074,644357221674000



16311,233439446737980	53986,612764915153100



16483,386345084436470	53892,192476295567760



16573,762056352483340	53731,135454775765540



16572,000000000000000	53710,094229409231050



16224,381840883659610	53653,359249622684730



16227,377336682882740	53620,648100943617460



16247,112367830704900	53609,154994650969460



16323,039217008383280	53515,441974110923180



16253,631976334896540	53560,176680142307300



16438,630113731342140	53492,102127485857640



16309,665368343890800	53463,481053861331020



16204,999221006335570	53467,724662338616320



16461,184435043138360	53447,213888031736140



16538,538708917189070	53459,237445384045720



16478,981204203228120	53386,212016170764400



16538,538708917189070	53355,799488750220920



16273,367007482718690	53296,212153048349140



16284,115551232871440	53233,288577565763260



16242,531021314247480	53233,465394585648030



16184,206956047022690	53262,640202866983600



16160,947812194232030	53254,860253991959320



16188,788302563481920	53483,791727551179060



16577,990991598446270	53216,844594716283610



16566,202993651189900	53114,290723181897190



16364,976158197505360	53081,602858099970040



16200,241668854627280	53158,494978153619740



16559,683385147000080	52979,402620605360420



16274,071830023713120	52486,506619952189800



16318,281664856674980	52558,801497488777380



16300,855086581470460	52591,159012128075120



16652,525975308522900	52266,923164849838940



16465,589575924346720	52178,691471926285880



16235,659001539557720	52247,473292662281890



16255,746443957878000	52208,043097227506220



16280,767644163152000	52276,824917963502230



16566,202993651189900	52362,911523051268880



16450,612096928231040	52362,381071991607320



16409,556183915352450	52501,536066642569500



16382,772927357593290	52501,005615582915200



16389,292535861786750	52538,467540201789240



16479,157409838473540	52077,221786108362720



15957,448083096704070	52333,736714769933320



16072,140172029032330	52517,603131855132240



16138,922107788181160	52488,274790151059280



15715,359319879775280	52428,157003389518650



15747,252539859737230	52160,832952917713560



15731,922649593125240	52088,538075381125960



15866,349769673275660	52655,874041406670580



15972,777973363316050	52702,530451059661580



16068,087442418318460	52817,107879946350300



15853,662963935390510	52754,514654906401120



16142,446220493147850	53175,115778022984160



16097,689989140051690	53430,416271142486950



16055,400636680433310	53417,331811670854220



16021,763139962375140	53357,921292988867210



15999,208818650578900	53312,479318877936750



15799,215422643630520	53364,463522724683570



15774,564413323241750	53349,964527093958170



15805,735031147822160	53448,097973131167240



15771,568917524018620	53446,152985912412980



15900,886074181964430	53550,982195108190360



16151,256502255570010	53291,261276491517490



15790,933757786955540	53691,528442321105100



15733,332294675114100	53653,182432602799960



15753,595942728679800	53657,956492139746840



16055,224431045184250	53649,646092205061000



15689,280885863010550	53502,003880599520920



15824,941445389898940	53763,846603454840080



15861,239806251071060	53689,760272122235620



15900,533662911468130	53973,881939483297180



15575,628251127784100	53681,626689207441820



15448,954178998565110	53759,602994977554770



15629,194764243302420	53776,577428886696000



15391,687347542831050	53239,477173261802820



15447,015917010832710	53080,188321940877360



15464,988891806169700	53032,978177631084690



15442,963187400118840	53005,571539548618600



15589,724701947658100	52828,954620278775110



15620,208276845633010	52772,196356895088680



15509,568917524018620	52662,946722202141240



15453,887936785520650	52774,141344113842940



15430,100176026984630	52757,874178284248040



15582,147859631975730	52609,547982196309020



15382,877065780410700	52589,921292988867210



15677,651313936614320	52403,048986565583620



15683,113688629315220	52320,652255298300590



15598,534983710078450	52399,512646167844650



15552,192901639746200	52448,490960676514080



15426,576063322016120	52281,245343460672300



15659,502133506028260	52194,251369676334440



15591,662963935390510	52144,035336028464370



15564,351090471885980	52154,290723181897190



15445,606271928845670	52275,940832864063850



15160,875744981800380	52322,774059536946880



15335,301544263338660	52416,663897096877920



15178,320102871392010	52872,628424190828810



15356,270014857900600	52887,481053861331020



15451,244852256793820	52918,223931724503920



15310,104138422815600	52972,153122789997720



15260,079517626656520	52950,581446363801660



15191,711731150271590	52939,795608150699990



15056,562008914739640	52972,683573849659300



15067,839169570637750	53012,644220344089260



15317,328569468001660	53276,431930418162660



15118,410186886932930	53320,259267752961020



15085,635938730727500	53317,783829474545200



15218,494987708030750	53443,323913594227640



14994,379199286438960	53557,170790804229910



15403,493125104474530	53384,090211932125380



15294,598042520956370	53865,493106292648010



14753,682301537108290	53651,060628364153670



14917,905953588628110	53690,467540201789240



14979,754131560821410	53800,978177631084690



14676,698218547941000	53724,239591000179640



14613,087984223264360	53721,233701662102250



14666,125880433035490	53584,223794846919190



14916,320102871392010	53543,555880272935610



14662,777973363316050	53343,068663318372280



14735,550900720911160	53355,622671730336150



14708,239027257406630	53166,982195108190360



14893,589575924346720	53090,066791457400540



14944,160593240641900	53089,005889338077400



14793,857186373747030	52860,781683858411270



14705,243531458183500	52835,850484054361000



14830,155547234919140	52789,701241863891480



14907,333615473724420	52496,054739026083560



14588,066784017990360	52577,013650537126520



14555,644947132281230	52453,972288293007300



14684,803677769368730	52425,327931071333300



14674,759956560208590	52433,638331006011860



14846,542671313021860	52371,045105966062690



14806,015375205886810	52316,608747438047430



14390,558046518908670	51924,121530483476820



14446,591438527902940	51915,811130548798240



14273,205093443466470	51926,596968761892640



14096,488620903697660	52285,665768957842380



14064,771606558982970	52385,720918616672860



14300,693172542218240	52654,459505247577910



14310,208276845633010	52791,292595042868920



14195,163776642808440	52998,675675773025430



14167,147080638311310	52986,828935440607900



14107,060959018603170	52984,353497162192070



