
8634.520842052777880,66651.588680322121940


8496.130210513194470,66615.504045412671980


8322.869241424072243,66541.742806406575260


8537.154405358896838,66245.654882632064980


8540.499725968633356,66212.754186096964980


8607.053999151790776,66208.332049465912860


8590.679535114664759,66167.825277925396220


8619.026725544528744,66252.199644846026780


8795.456945737611022,66258.921292525250460


8767.285824813523504,66070.989658225822500


8778.202134171606304,66029.421573893851020


8840.178600204601026,65940.368914664941260


8807.605741636123639,65975.648392460148900


8617.970308509875394,65988.561031422854280


8598.250523863012859,65992.983168053906410


8826.973387271435058,65831.230582610369310


8775.561091584973838,65756.328760600852540


8842.291434273907726,65722.189865809064940


8653.888487688087480,65822.032538417755860


8429.743431429831616,65826.808445979302640


8885.428463188916794,65563.090562344150380


8899.690093156736112,65688.581627413004760


8930.854395679009030,65592.709705251603740


8898.985815133633878,65628.440569230573600


8906.556803881983796,65608.629397123426320


8663.396240999967631,65465.626670995581660


8898.281537110531644,65662.048807626633790


9095.135819973578691,65626.317943647663920


9108.869241424072243,65589.171995946759120


9132.110416186444126,65523.645103595095860


9074.711757303615741,65593.594132577825800

# Caption
8562.684483696351890,65479.423737284487290

# Caption
8614.977126911689993,65440.508934931152910

# Caption
8676.249314921582482,65404.778070952183040

# Caption
8742.636094004945334,65361.715632686311440

# Caption
8577.826461193049908,65401.063476182091110

# Caption
8712.352139011551116,65326.692310568309040

# Caption
8757.778071501643354,65324.392799520152040

# Caption
8722.564170346533502,65128.501319284820060

# Caption
8742.988233016496452,65129.208861145794800

# Caption
8813.416035326717974,65115.588680322121940

# Caption
8838.417905146845442,65014.410194203454010

# Caption
8880.146378015650044,65081.272900065094290

# Caption
8739.290773395210636,65046.249577947091900

# Caption
8944.411747623726114,65120.895244279396140

# Caption
9202.010009979338065,65065.530093658519040

# Caption
9181.585947309373296,65068.537146567636230

# Caption
9314.350930070120739,65194.558868032210740

# Caption
9315.055208093222973,65165.647266985732130

# Caption
9362.065766135294325,65207.648392460148900

# Caption
9441.649182745843063,65193.851326171243270

# Caption
9460.312550358052249,65141.944614643245580

# Caption
9397.455736796180645,65118.418847766006360

# Caption
9397.455736796180645,65025.553978513729820

# Caption
9281.778071501643353,65017.240361647331160

# Caption
9152.886617867960012,65356.585954194277290

# Caption
9152.886617867960012,65267.612565177332720

# Caption
9323.154405358896838,65430.780234342819320

# Caption
9306.603871815996172,65433.079745390969040

# Caption
9292.870450365502620,65403.362987230240840

# Caption
9269.453206097354268,65523.645103595095860

# Caption
9255.015506623760302,65505.425900675123560

# Caption
9365.058947733477908,65621.011379690389730

# Caption
9342.345981488431789,65605.091687818581700

# Caption
9218.736613028015199,65869.614728567976270

# Caption
9340.057077913350440,66040.565358204126820

# Caption
9334.774992740083690,65999.351044802635440

# Caption
9271.213901155109852,65981.131841882670420

# Caption
9255.191576129534951,65969.811172107147280

# Caption
9567.195315769791705,66020.046644236004800

# Caption
9475.454527854748449,66496.203971627313880

# Caption
9555.926867400155970,66472.324433819580010

# Caption
9495.174312501610984,66437.654882632064980

# Caption
9462.601453933133598,66359.294621529668800

# Caption
9512.261629967819317,66310.394962910795580

# Caption
9509.268448369635735,66289.168707081698820

# Caption
